,CountyName,total_population,total_age_population,total_race_population,hispanic_or_latino,median_household_income,bachelors_degree,masters_degree,professional_degree,doctorate_degree,labor_force,unemployed,median_rent,median_home_value,same_house_1yr_ago,moved_from_same_state,moved_from_different_state,owner_occupied,renter_occupied,state_fips,county_fips
1834,"Cattaraugus County, New York",76479,76479,76479,1740,58248,6055,4003,412,470,34512,1797,759,109400,68948,205,13,23732,8090,36,009
1835,"Cayuga County, New York",75464,75464,75464,2633,66583,7436,4705,519,468,36691,1428,895,164200,66587,168,18,22533,8801,36,011
1836,"Chautauqua County, New York",126329,126329,126329,11792,56507,12215,7977,1005,1021,57439,3155,797,119300,111957,198,7,37020,16582,36,013
1837,"Chemung County, New York",82805,82805,82805,2982,63469,8778,5618,746,573,39010,2475,1020,132100,74556,309,74,24384,10532,36,015
1838,"Chenango County, New York",46685,46685,46685,1138,62093,3554,2297,382,242,22613,1556,819,128100,40837,58,0,15112,4688,36,017
1839,"Clinton County, New York",78961,78961,78961,2714,69208,8387,4811,884,644,37745,1507,956,175100,68501,200,60,22911,10365,36,019
1840,"Columbia County, New York",61245,61245,61245,3658,83619,8836,6438,1932,844,30961,1629,1199,309800,55517,151,26,19668,6430,36,021
1841,"Cortland County, New York",46401,46401,46401,1627,67527,4328,2944,473,532,24657,1415,911,158100,38887,132,14,12460,6308,36,023
1842,"Delaware County, New York",44551,44551,44551,2100,60226,4835,2915,514,589,20473,1303,848,176200,39678,45,0,14530,4417,36,025
1843,"Dutchess County, New York",297144,297144,297144,44153,97273,44414,29913,5342,4303,157372,7549,1522,368100,263419,1134,328,79284,35900,36,027
1844,"Erie County, New York",950044,950044,950044,59892,71175,137582,81883,16213,12611,488637,23643,1037,217400,839294,3706,634,267519,141192,36,029
1845,"Essex County, New York",37077,37077,37077,1026,70215,4885,2957,759,451,17679,887,890,200000,33268,92,75,12520,3519,36,031
1846,"Franklin County, New York",47066,47066,47066,1328,63747,4372,2916,340,331,20256,954,819,128600,41484,238,79,13692,5542,36,033
1847,"Fulton County, New York",52787,52787,52787,2190,62615,5111,2388,346,228,25451,956,883,156100,47192,34,0,15645,6962,36,035
1848,"Genesee County, New York",57943,57943,57943,2743,72055,5712,3527,445,180,29931,1248,909,157800,52608,92,0,18381,6388,36,037
1849,"Greene County, New York",47554,47554,47554,3135,74011,6195,3346,678,272,22519,735,993,248300,43492,117,0,14107,4081,36,039
1850,"Hamilton County, New York",5102,5102,5102,101,68950,586,441,35,50,2357,127,860,242000,4603,26,8,1741,370,36,041
1851,"Herkimer County, New York",59932,59932,59932,1614,68858,5616,3368,365,357,29211,1291,811,135000,54168,117,32,19296,6130,36,043
1852,"Jefferson County, New York",116130,116130,116130,8481,64978,11359,6261,1009,535,47485,3031,1214,181000,92085,1443,497,25278,21423,36,045
1853,"Kings County, New York",2646306,2646306,2646306,499799,78548,454186,232589,53415,23863,1352910,100919,1784,889700,2352961,18212,2771,300026,709570,36,047
1854,"Lewis County, New York",26618,26618,26618,460,68329,2060,1287,142,97,12512,681,821,158000,24377,20,0,8812,2146,36,049
1855,"Livingston County, New York",61588,61588,61588,2759,72464,6986,4286,629,861,30429,1369,912,169600,53550,51,0,18759,5570,36,051
1856,"Madison County, New York",67572,67572,67572,1718,73141,6840,4409,795,866,32457,1336,891,176800,60502,273,32,20047,5516,36,053
1857,"Monroe County, New York",754068,754068,754068,73524,74409,120022,70467,15047,11137,392838,20055,1126,197100,648939,3996,747,201032,115474,36,055
1858,"Montgomery County, New York",49461,49461,49461,7495,62923,3888,2412,469,253,23929,1131,921,141600,44068,171,0,13336,5898,36,057
1859,"Nassau County, New York",1388138,1388138,1388138,256452,143408,257500,151430,46457,18117,733543,35100,2195,658700,1281049,5287,674,373665,82411,36,059
1860,"New York County, New York",1627788,1627788,1627788,395429,104553,415812,247912,93550,49435,950067,66581,2132,1108900,1345655,29507,4245,191643,583733,36,061
1861,"Niagara County, New York",211341,211341,211341,8151,67809,24531,13586,2035,1249,106316,6334,870,177400,190870,459,5,64870,26623,36,063
1862,"Oneida County, New York",229645,229645,229645,15588,68819,25310,14132,2533,2167,107136,5059,917,171100,201799,306,68,63966,30395,36,065
1863,"Onondaga County, New York",471611,471611,471611,27105,74740,68569,41159,8428,5687,240601,12265,1067,185300,400912,2930,439,128013,66950,36,067
1864,"Ontario County, New York",112405,112405,112405,6260,79814,16154,10468,1611,1710,56879,2291,1126,202900,97387,249,5,34718,12966,36,069
1865,"Orange County, New York",403840,403840,403840,93608,96497,46977,28823,4341,3248,194723,10556,1602,361100,364009,1386,141,93959,43352,36,071
1866,"Orleans County, New York",39686,39686,39686,2078,63838,3157,1514,232,199,18988,1099,877,126200,36267,113,7,12539,3669,36,073
1867,"Oswego County, New York",117945,117945,117945,3778,68461,10743,5276,1057,532,57777,3971,943,139600,101209,186,76,34837,12295,36,075
1868,"Otsego County, New York",59738,59738,59738,2576,67086,7281,4489,891,626,28113,1491,942,175900,52277,150,32,16807,5801,36,077
1869,"Putnam County, New York",97988,97988,97988,18676,127405,17222,11168,1615,976,52411,2163,1824,448000,89698,327,0,29105,5949,36,079
1870,"Queens County, New York",2330124,2330124,2330124,650071,84961,365531,174949,37857,20423,1218380,85295,1915,699200,2123878,19861,1965,371778,456452,36,081
1871,"Rensselaer County, New York",160341,160341,160341,9539,86663,24375,13827,2199,1875,85325,4799,1182,244300,139223,633,53,42452,23781,36,083
1872,"Richmond County, New York",492734,492734,492734,96147,98290,74016,38728,7503,3326,240078,13201,1689,658500,459482,2316,75,115534,54513,36,085
1873,"Rockland County, New York",338936,338936,338936,67951,110631,48405,28498,7504,3452,158008,9277,1826,564200,305076,2124,121,70496,32788,36,087
1874,"St. Lawrence County, New York",107796,107796,107796,2718,61900,9016,6381,1031,1113,47263,2708,799,119800,95296,379,91,29840,11892,36,089
1875,"Saratoga County, New York",237075,237075,237075,9059,99653,42092,25492,4143,3725,128191,3990,1347,324800,209417,548,118,72048,27787,36,091
1876,"Schenectady County, New York",159603,159603,159603,12855,76989,21281,12650,2568,2043,80936,4685,1159,223100,138424,458,103,42327,23997,36,093
1877,"Schoharie County, New York",29979,29979,29979,1165,71188,2903,1924,297,269,14528,784,916,182000,26305,34,14,9662,2777,36,095
1878,"Schuyler County, New York",17749,17749,17749,350,65625,1570,1345,208,235,8588,541,858,163300,16249,7,6,5780,1625,36,097
1879,"Seneca County, New York",33125,33125,33125,1360,66007,3583,1642,374,171,15406,727,925,142700,28565,27,27,9848,3831,36,099
1880,"Steuben County, New York",93034,93034,93034,1754,64740,8704,6159,997,1365,44679,2595,878,128600,82541,346,22,28614,10302,36,101
1881,"Suffolk County, New York",1525680,1525680,1525680,338930,128329,229744,144201,35177,17534,821529,37812,2190,539500,1395733,5953,729,419631,92649,36,103
1882,"Sullivan County, New York",79147,79147,79147,14544,69826,9476,5180,1145,752,37774,2297,999,234800,71193,298,78,20934,9281,36,105
1883,"Tioga County, New York",48106,48106,48106,1117,71791,5274,3032,296,253,23428,1234,914,153200,44016,19,4,15811,4403,36,107
1884,"Tompkins County, New York",102879,102879,102879,6683,73012,15474,11738,2085,7150,52166,2778,1374,271500,74263,1940,526,23291,19978,36,109
1885,"Ulster County, New York",182109,182109,182109,21562,81804,27094,16985,3381,2308,90622,4619,1335,315100,162766,580,135,51163,21942,36,111
1886,"Warren County, New York",65560,65560,65560,1865,78239,9264,6072,1337,436,33412,1257,1089,247600,58188,91,0,21470,8571,36,113
1887,"Washington County, New York",60883,60883,60883,1790,72342,5649,3032,609,316,29998,1617,1000,185000,54394,126,5,18568,5686,36,115
1888,"Wayne County, New York",91128,91128,91128,4625,73914,10351,5421,570,349,45474,1569,929,163400,82983,155,24,30531,7691,36,117
1889,"Westchester County, New York",996888,996888,996888,269085,118411,181482,125498,41760,17361,528070,31760,1876,638400,897063,6762,1462,230294,139962,36,119
1890,"Wyoming County, New York",39980,39980,39980,1441,68913,3317,1708,220,161,18831,716,782,154700,36539,33,4,12518,3745,36,121
1891,"Yates County, New York",24637,24637,24637,632,67521,2427,1333,263,156,10814,317,802,178000,22704,26,3,7024,2071,36,123
1892,"Alamance County, North Carolina",174286,174286,174286,25716,64445,22130,7700,1215,1500,88133,4305,1007,221200,151731,892,353,44903,23538,37,001
1893,"Alexander County, North Carolina",36440,36440,36440,1950,65268,2747,1037,176,107,16997,877,745,190000,33210,186,0,11348,2547,37,003
1894,"Alleghany County, North Carolina",11075,11075,11075,1269,44272,1276,566,50,75,4505,242,755,199000,9888,8,1,3891,1158,37,005
1895,"Anson County, North Carolina",21903,21903,21903,799,44245,1281,354,52,14,9082,630,849,119300,18621,0,0,5455,2859,37,007
1896,"Ashe County, North Carolina",26831,26831,26831,1569,50827,2977,1316,135,194,11838,642,774,221900,24536,8,0,9405,2594,37,009
1897,"Avery County, North Carolina",17643,17643,17643,1005,57657,1846,721,264,123,7119,343,791,233200,15126,47,14,5245,1314,37,011
1898,"Beaufort County, North Carolina",44597,44597,44597,3482,57997,4290,1781,454,230,20455,1112,859,181200,41629,11,0,13391,5712,37,013
1899,"Bertie County, North Carolina",17482,17482,17482,379,45931,1469,814,41,44,6502,543,824,95800,15562,70,33,5232,1792,37,015
1900,"Bladen County, North Carolina",29591,29591,29591,2650,44528,3079,842,248,170,11835,503,752,125800,26718,45,0,8127,3508,37,017
1901,"Brunswick County, North Carolina",145889,145889,145889,8037,74034,24735,10981,2090,1175,62090,3206,1267,314700,127631,187,12,54023,10413,37,019
1902,"Buncombe County, North Carolina",271790,271790,271790,22443,70578,53513,25175,7051,4467,136260,4770,1281,360000,238487,959,74,66159,36513,37,021
1903,"Burke County, North Carolina",87863,87863,87863,7229,55684,8291,3692,736,314,41920,2024,805,170500,78854,82,36,26823,9050,37,023
1904,"Cabarrus County, North Carolina",231262,231262,231262,28603,86084,36733,16435,2781,1916,122148,5521,1303,318600,203132,660,0,57973,22397,37,025
1905,"Caldwell County, North Carolina",80618,80618,80618,5160,55401,7571,2492,485,307,38704,1844,735,174000,73788,69,0,24251,8515,37,027
1906,"Camden County, North Carolina",10743,10743,10743,419,87781,1367,463,0,82,5312,259,1220,289800,10051,0,0,3307,641,37,029
1907,"Carteret County, North Carolina",68652,68652,68652,3230,70235,10634,4564,1039,769,31839,1369,1062,304200,59558,96,0,22932,8266,37,031
1908,"Caswell County, North Carolina",22689,22689,22689,1102,59407,1744,636,220,67,9858,562,699,151200,20296,0,0,6600,2077,37,033
1909,"Catawba County, North Carolina",162051,162051,162051,17954,64544,19976,5690,1536,992,80348,3370,891,218100,144452,423,33,47414,17787,37,035
1910,"Chatham County, North Carolina",78319,78319,78319,10520,88534,14528,8452,2222,2495,37464,1129,1066,397800,70029,526,102,25936,6317,37,037
1911,"Cherokee County, North Carolina",29197,29197,29197,1019,51496,3666,1529,158,161,12511,670,800,208700,26239,3,0,10905,2137,37,039
1912,"Chowan County, North Carolina",13814,13814,13814,534,56982,1492,838,108,136,6479,385,766,204400,12183,44,0,4173,1816,37,041
1913,"Clay County, North Carolina",11391,11391,11391,449,53645,1880,735,79,84,4331,184,791,263300,10210,0,0,4024,1017,37,043
1914,"Cleveland County, North Carolina",100170,100170,100170,4426,55769,9312,4024,622,617,47093,2692,835,180200,90206,121,0,26296,10922,37,045
1915,"Columbus County, North Carolina",50453,50453,50453,2766,48184,3623,1266,244,249,20541,965,775,128300,45885,114,0,13893,5334,37,047
1916,"Craven County, North Carolina",101074,101074,101074,7523,64635,10735,5817,807,538,42413,1915,1100,206200,86296,727,159,29008,12464,37,049
1917,"Cumberland County, North Carolina",336749,336749,336749,41644,58780,36517,15937,2763,1834,135674,10457,1156,183700,269007,3405,579,68742,59376,37,051
1918,"Currituck County, North Carolina",29612,29612,29612,1444,91548,4357,1547,219,112,15294,448,1126,351200,25959,0,0,10061,1436,37,053
1919,"Dare County, North Carolina",37534,37534,37534,2665,81214,8376,2936,604,286,20167,1185,1307,425400,33569,0,0,12821,3662,37,055
1920,"Davidson County, North Carolina",171063,171063,171063,14633,62426,17574,5045,1703,696,81546,3302,863,200100,156669,168,59,50376,18136,37,057
1921,"Davie County, North Carolina",43526,43526,43526,3493,73234,5602,2053,428,240,21028,954,889,235300,38793,117,87,14070,2803,37,059
1922,"Duplin County, North Carolina",49053,49053,49053,11137,51880,4167,1340,162,132,23069,1086,815,123200,44212,133,33,14075,6021,37,061
1923,"Durham County, North Carolina",329405,329405,329405,50307,79501,63124,36480,10353,12337,181367,7545,1415,351700,269505,4256,1197,76206,62296,37,063
1924,"Edgecombe County, North Carolina",48777,48777,48777,2838,48480,3969,1336,286,78,22412,1783,818,116800,44003,55,0,11600,7933,37,065
1925,"Forsyth County, North Carolina",386740,386740,386740,56553,65541,58655,24871,6249,6060,191086,10179,1046,227800,332641,1525,264,97629,58114,37,067
1926,"Franklin County, North Carolina",71962,71962,71962,7637,71386,8492,2910,344,530,35900,1991,988,240900,65010,173,91,21438,6004,37,069
1927,"Gaston County, North Carolina",231485,231485,231485,21518,65472,29339,9464,1664,1324,115842,5552,1085,235000,203901,462,18,60745,31542,37,071
1928,"Gates County, North Carolina",10437,10437,10437,219,61612,427,306,50,32,4818,432,940,163900,9190,0,0,3472,747,37,073
1929,"Graham County, North Carolina",8041,8041,8041,236,49038,652,217,50,49,3597,232,581,155800,7097,132,0,2677,635,37,075
1930,"Granville County, North Carolina",61439,61439,61439,6545,70975,7406,2636,308,176,28012,1244,1008,235700,53938,92,56,16988,5188,37,077
1931,"Greene County, North Carolina",20421,20421,20421,3077,50904,1272,389,44,74,8533,478,845,114000,17339,4,0,4462,2369,37,079
1932,"Guilford County, North Carolina",542987,542987,542987,53188,66027,85148,37910,7120,6740,279203,13221,1108,234900,456554,3207,418,129397,86410,37,081
1933,"Halifax County, North Carolina",48219,48219,48219,1558,45071,3533,1324,277,198,19827,1719,776,102500,42706,225,0,12866,7403,37,083
1934,"Harnett County, North Carolina",136503,136503,136503,19970,69012,14276,5776,885,594,58088,2907,1080,220700,115891,673,67,33801,14838,37,085
1935,"Haywood County, North Carolina",62432,62432,62432,2953,61001,8476,4151,766,502,29260,981,1052,254900,54944,40,8,20083,6689,37,087
1936,"Henderson County, North Carolina",117387,117387,117387,15034,67623,19515,8162,1894,1142,55971,1872,1120,317800,102968,722,132,37421,13002,37,089
1937,"Hertford County, North Carolina",20492,20492,20492,1328,47472,1479,682,84,143,8797,461,806,111100,18280,126,2,5529,2800,37,091
1938,"Hoke County, North Carolina",53102,53102,53102,8106,60095,5065,1892,208,169,20702,1528,1047,196000,45337,186,0,13450,5313,37,093
1939,"Hyde County, North Carolina",4625,4625,4625,358,47338,370,122,7,5,1683,50,1237,119600,4180,72,0,1513,602,37,095
1940,"Iredell County, North Carolina",191800,191800,191800,17001,78678,30269,10648,2222,1365,100500,4400,1183,292300,166572,284,0,52829,21084,37,097
1941,"Jackson County, North Carolina",43089,43089,43089,3310,53479,4855,2559,594,400,20814,1331,855,253900,35061,62,37,11370,6794,37,099
1942,"Johnston County, North Carolina",226623,226623,226623,36811,79838,30223,9213,1427,994,115890,4560,1007,267600,202128,664,26,63448,18845,37,101
1943,"Jones County, North Carolina",9245,9245,9245,441,55659,980,220,14,17,4030,167,725,122600,8383,6,0,2961,954,37,103
1944,"Lee County, North Carolina",64565,64565,64565,13590,63060,6488,2336,373,269,30611,1237,962,213800,56608,234,0,16263,8396,37,105
1945,"Lenoir County, North Carolina",54917,54917,54917,4620,44795,3919,1754,210,149,24409,1768,814,111400,48862,73,0,13588,9342,37,107
1946,"Lincoln County, North Carolina",90359,90359,90359,7065,78490,12649,3973,639,353,45457,1614,977,279500,80576,574,55,27998,7683,37,109
1947,"McDowell County, North Carolina",44679,44679,44679,3028,55527,3985,1390,248,116,19593,914,741,168300,39737,76,0,13657,4788,37,111
1948,"Macon County, North Carolina",37533,37533,37533,3634,53298,4436,1911,302,281,16807,492,791,229000,31812,66,0,13811,4279,37,113
1949,"Madison County, North Carolina",21640,21640,21640,759,58628,3327,1178,255,195,10210,261,764,263500,19801,97,37,6546,1853,37,115
1950,"Martin County, North Carolina",21773,21773,21773,939,46793,1745,532,50,79,9962,699,729,109900,19643,24,0,6411,2950,37,117
1951,"Mecklenburg County, North Carolina",1130906,1130906,1130906,174580,83765,239842,100114,22195,10626,643609,27284,1521,371200,942374,9837,1218,252815,202679,37,119
1952,"Mitchell County, North Carolina",14973,14973,14973,790,58089,1510,827,99,145,7097,464,744,202100,13560,26,0,4973,1438,37,121
1953,"Montgomery County, North Carolina",25874,25874,25874,4000,55849,2385,939,162,111,11233,326,753,150300,23275,10,0,7368,2707,37,123
1954,"Moore County, North Carolina",102840,102840,102840,7799,82837,18084,8972,1946,1277,43508,2023,1181,315300,87368,797,56,32681,10133,37,125
1955,"Nash County, North Carolina",95451,95451,95451,7578,60704,9763,3719,622,355,45548,2826,924,171100,84680,278,9,24286,13837,37,127
1956,"New Hanover County, North Carolina",231214,231214,231214,17675,72892,46824,17226,5141,2940,125036,5904,1343,353700,190788,879,227,62143,40233,37,129
1957,"Northampton County, North Carolina",17212,17212,17212,398,47935,1507,753,107,111,7323,474,749,102200,15610,0,0,5562,2035,37,131
1958,"Onslow County, North Carolina",208537,208537,208537,28739,64568,20233,7349,959,921,73831,4258,1198,219500,157893,2004,818,44208,28308,37,133
1959,"Orange County, North Carolina",147292,147292,147292,15540,88553,25681,17261,6708,8024,76010,2738,1387,428500,119121,1653,514,36269,20187,37,135
1960,"Pamlico County, North Carolina",12315,12315,12315,567,61624,1365,822,160,145,4730,211,909,209800,11411,2,0,4356,872,37,137
1961,"Pasquotank County, North Carolina",40830,40830,40830,2401,63912,4978,1789,491,261,18812,1239,1146,223300,34181,43,14,10018,5376,37,139
1962,"Pender County, North Carolina",63475,63475,63475,5402,76838,8814,3248,802,447,30606,1838,1072,267100,54515,179,0,19761,4391,37,141
1963,"Perquimans County, North Carolina",13146,13146,13146,391,61224,1178,693,61,60,5337,269,1061,211600,11356,30,0,4058,1522,37,143
1964,"Person County, North Carolina",39275,39275,39275,2303,64927,3946,1136,337,134,19832,764,796,192800,35365,71,3,12302,3909,37,145
1965,"Pitt County, North Carolina",172279,172279,172279,13263,58851,20921,10105,3197,1822,87594,6614,971,194300,137911,487,160,37384,36020,37,147
1966,"Polk County, North Carolina",19689,19689,19689,1075,61005,3163,1276,444,239,9095,394,1089,281100,17432,25,0,6689,2038,37,149
1967,"Randolph County, North Carolina",145322,145322,145322,19722,59047,12722,4143,567,342,70312,2590,857,171600,127469,290,68,41402,15568,37,151
1968,"Richmond County, North Carolina",42818,42818,42818,3222,43626,2988,1243,284,190,19487,1863,744,120800,38116,22,0,10909,5954,37,153
1969,"Robeson County, North Carolina",116858,116858,116858,12216,40318,7205,3040,493,217,45612,2861,784,88600,108242,264,48,28049,14695,37,155
1970,"Rockingham County, North Carolina",91585,91585,91585,6308,55796,7207,2772,471,233,43178,2723,789,156000,80556,140,19,28230,10788,37,157
1971,"Rowan County, North Carolina",148487,148487,148487,16784,63196,15294,4974,1062,712,71737,4221,990,216100,130227,401,36,41152,16610,37,159
